Habituality,Concordance
0,"y? Um, if there's another way to get there, don't be afraid to think of that. Save you some coins. Um,"
0,] are not gonna be chronologi- they're just gonna be kind of random. [Good.] Sure. One of the things i
0,"[Okay.] [Um,] [So these questions] are not gonna be chronologi- they're just gonna be kind of random."
0,"um. But if you ask me anything about that now I'd be like, Mm-mm-mm. (I don't know intonation) Um, if"
0,"use- this sounds terrible. (whispered) I'll- I'll be quiet. Karma's awful so let me just be quiet. Um,"
0,"ou could leave one piece of advice, what would it be? To- to anybody. Young people. [Mm.] [Old people.]"
0,"I'll- I'll be quiet. Karma's awful so let me just be quiet. Um, uh, well I was gonna say that they had"
0,"great.] Okay. [No no no no no] no. Or like, might be easy to [No, so anything] that- like I said, [any"
0,"Save you some coins. Um, So that- that probably'd be the advice I'd give, think about what you really"
0,"d she would come home and visit with me and she'd be like, what is this? She didn't say, what is this"
0,"back yard? Yeah. Um, Not as much as I as I should be, I mean growing up there was always a trip to a mu"
0,"o like didn't really grow up here and then they'd be like- oh especially when I went to college, I'd b"
0,HOOL-3/ uh- well my college essays on that and to be honest it was kind of playing the race card a lit
0,"ike all that stuff, so it makes it pretty easy to be you know the the one to be teased, especially for"
0,"taking the test and all that stuff so that had to be two thousand- wait a minute, I f- got my acceptan"
0,na put all my papers away. Does that part have to be on the website or whatever you guys are doing? No
0,"ating, there are all these documents that have to be reviewed whether it's privileged, confidential, t"
0,"ool experience that I know I like to have just to be able to learn. So um, I was excited about that, t"
0,"akes it pretty easy to be you know the the one to be teased, especially for how I talk, so I used that"
0,"en it came to swimming, that was just supposed to be something social and exercise. Not scar me and hu"
0,"ind of like, everywhere. And I don't mean that to be racist I just mean that like you just- you see f-"
0,"in half and I remember the one coach who used to be with the team that I had stayed with, he wasn't e"
0,"out to go to law school and I would never wish to be like, laid off, cause unemployment sucks, been th"
0,"do. It was beat over my head. So, you don't wanna be like me you know, I was trying to finish, I start"
0,t know how familiar you or the other people who'd be listening to this are with document review but ba
0,"ople move out, that's obviously sad that we won't be here at all if things continue. So. I would say t"
0,"they were so slow that like, everyone else would be done and they'd get like the pity clap. See I jus"
0,"ht all cities were like DC. So I thought it would be- I thought other cities were mostly black, I thoug"
0,"at it was cause she had family here but she would be like, every time I hear this I don't get it. And"
0,"eople who we have gone to law school with, you'll be fine. And I was like, are you sure? And they were"
0,"ies and just be mundane. Just be morbid. And just be like, this is what happened, blah blah blah. And"
0,cause they- that's when I learned that people can be very creative with their stories (laughing) when
0,"the classes think that only a particular race can be one thing and vice versa. Um, I think when it com"
0,"and I hated it. I was like, I am moving, I can't be here, this is- I'm going to commit a crime, and I"
0,"t know./ /RD-NAME-2/ for example. Mm-hm. He could be like, as Dominican as they come and he would be c"
0,they was taught they were better. Now that could be a good and a bad thing. If we taught our kids the
0,'m nothing like that obviously. You- you couldn't be where I am today. Yeah. /It was/ funny stories. H
0,neighborhood with these affluent people are gonna be there but you- you leave the surrounding areas th
0,"pretend all the time, cause eventually it's gonna be. The problem is, we want to force them into anothe"
0,"lready, but to let them know that we're not gonna be able to have open casket, do you have a picture?"
0,"wanted to study. Cause I was like, I'm not gonna be here forever. I'm'a get my degree, (laughing) you"
0,"t me like, that's gonna be my house, that's gonna be my whatever (laughing). I always liked to just dr"
0,"just sit and they would let me like, that's gonna be my house, that's gonna be my whatever (laughing)."
0,"all. Um, I didn't quite no what my path was gonna be other than that I'm'a just get my education and s"
0,"Versus playing hide and seek unless we was gonna be seeking, I don't know, the stock market or someth"
0,"playing with the friends I chose to be with. I'd be like, well, I ain't got nobody else /play/ play w"
0,ou can't just be like you on the prairie and just be free for all. But you just don't have those. Wher
0,"eed someone who can talk to the families and just be mundane. Just be morbid. And just be like, this i"
0,"t of safety things. You know, you- you can't just be like you on the prairie and just be free for all."
0,"o he would try everything, I mean, you could just be like, flat like a pancake and he would try to do"
0,"an talk to the families and just be mundane. Just be morbid. And just be like, this is what happened,"
0,"elp you be better, and people are willing to just be better, period. And you come back here and people"
0,"Um, and it was- it was really good for me to just be there for a little bit before I purchased. I coul"
0,", flowers and ugh, it's just so- And I would just be sitting and- and keep in mind, you're- as a HR pr"
0,"'s nothing we can do with them. And he would just be so upset, but he knew that it was- it was nothing"
0,"ost connect with when you were little, and it may be two or three different ones. [So tell] me kind of"
0,"n't have those. Whereas I can go to work, and not be so like, oh my god, what's going on? And is- is s"
0,I wouldn't. I'm just not that stupid. I'd rather be in a place where everybody is pretty [much] [Mm.]
0,"t controlling environments where a kid can really be a kid, basically. Hm. But go back to this idea of"
0,"the- the other exhibits and things when I should be able to, you know. You know, my family in DR they"
0,"ey was on crack. So, um, and that's how it should be when you grow up. So that's what I remember the m"
0,"ying like it's a fairytale, when it really should be the opposite. You should tell your children to da"
0,"five minutes, and that's how long the song should be. No longer than five minutes. Okay, I would be lik"
0,"m, I was done playing with the friends I chose to be with. I'd be like, well, I ain't got nobody else"
0,"y kids, if ever. Luckily they taught me enough to be like, you need to get a education so you never ha"
0,"o bring them back, m- like, make 'em look good to be seen with their family. And it's- then I have to"
0,"o. I'm here because I want to be. I don't have to be here, I make more money in my own business. I lik"
0,"seen with their family. And it's- then I have to be the one saying, but do you guys have a picture? C"
0,"what that was. And, um, so they taught me how to be with my kids, if ever. Luckily they taught me eno"
0,"re not like- you can like, pay them, you know, to be like, let me pay these people for their- for thei"
0,"rifice, they had to like, drive far to take me to be around the type of kids that could keep my intere"
0,"And, um, it was another song, but they went on to be with Salt-n-Pepa. Um, and then they broke up. But"
0,"ause they have to, cause you got people paying to be here. Whereas, the club was just- it was like ope"
0,"e urban areas that are just more of a struggle to be in, parents are constantly telling their children"
0,"things about that, so in my mind, I'm supposed to be entrepreneur. That's what they did, I have my own"
0,"finally said, okay well- well, she's supposed to be in Suitland, but we- I really want her to come he"
0,nd those conversations. So my peer groups tend to be older because I can communicate with them whereas
0,"DC thing, but Chicago will argue. But it used to be just a DC thing. Um, but it definitely branched o"
0,"from? Oh my gosh, so now mumbo sauce, it used to be just a DC thing, but Chicago will argue. But it u"
0,"o to, um, the wharf for example, where it used to be Phillips, you- you can go that way to get there."
0,"now cause you have to. I'm here because I want to be. I don't have to be here, I make more money in my"
0,"re life. Never felt like it then I just wanted to be like, I hope they got insurance, but I never felt"
0,ean by that? Like what- how did that cause you to be different [Mm-hm.] [from] like someone who's like
0,"/RD-SCHOOL-3/ because your parents wanted you to be exposed, or did y'all move over to that area? Why"
0,"didn't wanna depend on my parents. I didn't wanna be one of those, um, people that, oh well I'm gonna"
0,"g nobody on train tracks, you know, I don't wanna be doing stuff like that (laughing) so. I started to"
0,"the time they say something to me. I don't wanna be pushing nobody on train tracks, you know, I don't"
0,"d to do. I was like, you know what, I don't wanna be running people over all the time they say somethi"
0,I'm getting with the types of people that I wanna be around. And these people are talking about educat
0,"erything, whatever. You- you know, you- you wanna be a millionaire, you go hang around millionaires. Y"
0,"h dummy. So, you gotta hang around what you wanna be. And that's what I decided to do. I was like, you"
0,". Okay, well we're not that. [We won't-] we won't be that, so you're good. [No.] This [particular] com"
0,"e your business partners. Like, /RD-NAME-3/ would be a business partner to me. Um, so it gets weird to"
0,"d be like, as Dominican as they come and he would be considered, oh, he's dark. And you have like, the"
0,"ld be. No longer than five minutes. Okay, I would be like, I'm tired. Okay this has been gym time, so."
0,"t/ raise them (laughing) where I grew up. I would be one of those people that would purchase like, /at"
0,"was nothing you could really do. So then it would be my job to talk to the families. And, um, obviousl"
0,dn't be surprised that's say that so people would be more- more comfortable to move so we can build up
0,"hing you can really do with them. Um, so we would be like, Mr. /RD-NAME-3/, there's nothing we can do"
0,"in DR. But like, I don't know who here. You would be borderline. I'm trying to think who here. /I don'"
0,"dark, so you not from here. It's like, I wouldn't be considered dark in DR. But like, I don't know who"
0,"m, /?/ it's- there's always an agenda. I wouldn't be surprised that's say that so people would be more"
0,"them, it's just that she said, your legs wouldn't be broken right now if you hadn't taunted this young"
0,"ore positive, people are more willing to help you be better, and people are willing to just be better,"
0,"d and he sees the grades and he's like, oh you'll be great. I had a four point O, four point five real"
0,"to people] today, what would that piece of advice be and why? Mm. Piece of advice. Mm. Piece of advice"
0,"ed to kill Jesus, p- so Jesus wouldn't become and be the Messiah. So I feel- not that I'm Moses or Jes"
0,and talks to kids and be a pastor here in DC and be a hip hop artist and stuff. Like I didn't know al
0,"heart got softened toward it to come and help and be a part of the solution. And so after much prayer,"
0,travels around the country and talks to kids and be a pastor here in DC and be a hip hop artist and s
0,"in of itself, it can be very misogynistic. It can be very explicit. Uh, a lot of profanity, just like,"
0,"on you. But yeah, um, go go in of itself, it can be very misogynistic. It can be very explicit. Uh, a"
0,idn't want my family around the violence that can be in the neighborhood and the trouble. I wanted to
0,ow how [Mm.] you have community group? That could be a Oh [yeah.] [great] [Outing.] [like] reflective
0,nks God. Now I don't need you cause I'm not gonna be vulnerable anymore. Mm. So I started hanging with
0,ntration computer graphics. I thought I was gonna be a cartoon animator and a comic book artist cause
0,now exactly where I was going and who I was gonna be. But God was the center for my uh- s- sustaining m
0,"d felt the peace of God to- hey, say, we're gonna be here. And we've been here since June twenty fourt"
0,"riginal enough. Every song sounds the same. Gotta be creative if you wanna keep attention long time, t"
0,"whatever my pastor taught the Sunday before. I'd be like, come on pastor, give me some good stuff cau"
0,"ecome, [you know?] [Mm-hm.] Um, I didn't know I'd be a speaker that travels around the country and tal"
0,"get go go, so when you wanna like it again, it'll be here waiting on you. But yeah, um, go go in of it"
0,ple around the neighborhood tell 'em [they should be] doing. [Mm-hm.] They're following the bad pattern
0,"] um, [just] to change it up, [Mm.] Yeah, [that'd be good.] [but it's getting] a little- It's like fif"
0,"ens to be a pastor, but not everybody's called to be a pastor, but if you trust in God with all your h"
0,"their building for different reasons. They got to be responsible for them if something breaks, blase b"
0,"od showed me my purpose in life. Mines happens to be a pastor, but not everybody's called to be a past"
0,"I think my favorite leadership book would have to be John Maxwell's, uh, Twenty One Irrefutable Laws o"
0,"whispered) I think my favorite book would have to be one of my leadership books. Um, I love leadership"
0,"University, I was hired at /RD-WORK-3/ Mm-hm. to be the Youth um- a Youth Discipleship Director. So I"
0,"ghborhood's not all what the media portrays it to be, but we do have some elements unfortunately of peo"
0,ic. I didn't like to play sports but I- I like to be creative and draw and write. So I thought I would
0,"RK-5/ back then, but I knew that God wanted me to be out of Maryland and in- I wanted to- he wanted me"
0,"at's why we came to this neighborhood. Um, not to be the dun dun da dun! Saviors of- hey, we're here t"
0,"at he's using to- to be light in a dark place, to be salt where there's no flavor. Or there's a lack o"
0,"n the streets that we knew we weren't supposed to be involved in. And uh, yeah. It was pretty interest"
0,"uldn't do. Um, and so God wants us right there to be a light in the midst of this- the darkness that s"
0,"Seven. We're just vessels that he's using to- to be light in a dark place, to be salt where there's n"
0,"of my- One of my friends /RD-NAME-1/- I wanted to be just like /RD-NAME-1/. Um, he used to grow out hi"
0,Avenue where you see bigger houses. We wanted to be right in the middle of the challenges in- in the
0,"We didn't wanna live somewhere else. We wanted to be right in the midst of where um, the community is,"
0,"n Upper Marlboro briefly um, cause I didn't wanna be anywhere near DC. You know? I was kind of like- i"
0,give me a burden for the city that I didn't wanna be in. And my heart got softened toward it to come a
0,"the Pope, uh, somebody tweeted that the Pope will be asking for some mumbo sauce while he's here in DC"
0,uce on some salmon in a heart beat. And that will be my lean protein with some mumbo sauce. [] [Hm.] A
0,"d for keeping me from killing myself, but I won't be punked again, homie. So I went- I got- I went int"
0,"Rangers, Batman, Scooby Doo. So I thought I would be a voice over artist and a uh, visual artist, a co"
0,"ith like writing. Um, I didn't know later I would be a pastor or you know, a rapper, you know. So writ"
0,ew up listening to it but I never thought I would be rapping. So that was great from a academics persp
0,"/ um, here in /RD-WORK-5/. I didn't know it would be in /RD-WORK-5/ back then, but I knew that God wan"
0,"ve. And at twelve, I was like, man, my life would be better if I'm not in it. And so you know, I had l"
0,Mm. Piece of advice I would leave to people would be Proverbs chapter three verses five and six. So Pr
0,Proverbs chapters three verse five and six would be what I would leave. If I could give it- if I coul
0,"-WORK-5/? Oh yes! So I didn't know where we would be worshipping with /RD-WORK-5/, so we were just- I"
0,"in could call my aunt, I mean, call my mother and be like, w- what you doing Saturday, and we're like,"
0,"k it's really really unique that in go go I could be in a band, your band playing, I could come on you"
0,"uch, [yeah.] [Yup.] [And you miss all] that could be [happening.] [Pretty much.] [Yup.] I've- I've- So"
0,"that went to other teams, so the chemistry gonna be off, I think. Yup. That's why I think it's gonna"
0,"t know. I- I don't- I don't think Boston is gonna be as good everybody think they are, mainly because"
0,"Uh, you know what the biggest difference is gonna be? He got somebody that's unselfish that will give h"
0,"off, I think. Yup. That's why I think it's gonna be a- better for the Wizards right now cause they ha"
0,just gonna-/ as long as you're living it's gonna be there. /unintelligible/ no need to [rush.] [Nah.]
0,"hood was bad, I mean, you j- I'm- I'm never gonna be a person- and I preach this to my daughter, you n"
0,"time about what's important, I mean, what's gonna be there as she get older. And she don't need it now"
0,"and you gotta figure you go to a go go, you gonna be there for a couple of hours. It's not /just that/"
0,"to watch football on TV. Basketball game, I gotta be there. You can see everything, whereas though on"
0,"standing in the lobby, at the same time you gotta be hospitable, too. A guest walk past, how you doing"
0,"don't matter. Every decision you make, you gotta be, how would it benefit the organization I'm working"
0,"eople just don't walk into, I'm gonna [] [Mm-hm.] be in safety. Yeah. How did you kind of get into thi"
0,"nd have 'em eat breakfast. I was like, well, I'll be downstairs waiting on you. Of course, I comped th"
0,"well-known band, people from- it ain't gonna just be people from Benning Road that go over there to se"
0,"e need anything, /I got/ the front desk- It might be /RD-NAME-2/. Yeah, just hold on [a sec.] [Mm-hm.]"
0,"rson- and I preach this to my daughter, you never be a product of your environment. You don't have to"
0,"yers. They added a couple players, so they should be better. What about Cleveland, what you think? I-"
0,"hat, the forty-niners? Game like that they should be dominate- And it's good that they have a bye this"
0,"ut to pop [off.] [Exactly], yeah. Or we shouldn't be in that area at the time. Oh wow. So everybody ki"
0,"ee a lot growing up as far as who you consider to be as trouble makers, um, part of the bad crowd. And"
0,"playing that's my car. [] It- when you decide to be bad, you w- I remember one time I did get in trou"
0,"came in contact with. I knew it was more, had to be more that, um- From then on, I always took a liki"
0,"Bron but as long as he's playing, he's- he has to be a favorite. I mean, that's how good he is. And be"
0,"a product of your environment. You don't have to be. Just because you- you're in bad surroundings, sho"
0,"Initiative Program. Um, and they taught us how to be counselors. And it was instances where after we b"
0,"yeah. But I- I don't just give her stuff just to be giving her- I mean, I explain to her, you know, w"
0,uations like that or put theirself in position to be in- in that situation. So you were always- you we
0,no I'm not. [Okay.] [I'm] not gonna lie I used to be. Cause you thought she was a perfect [angel.] [Oh
0,"l Yeah. station numbers. Um, but yeah she used to be other there. So I- I know of number eleven, [I've"
0,"ame the regional director, mm-hm. But she used to be over [at number] eleven. [Oh wow.] That's [where"
0,"number eleven. And, um, Miss /RD-NAME-1/ used to be the branch director there. [Who?] [And she-] Miss"
0,ootball and basketball. Mm. I've always wanted to be in a position where I'm- I'm I guess can play a p
0,"I could draw, really really good, and I wanted to be like a artist, engineer, or I be on TV playing sp"
0,"tons in the playoffs. Because everybody wanted to be the guy. Yup, and it don't work all the time. Mm-"
0,"know, they knew it wasn't their lifestyle, we'll be in their area, hey y'all need to go. Go somewhere"
0,when- when the- the season really starts we will be most definitely talking about- So /RD-NAME-2/ and
0,"ou're talking to, what would that piece of advice be? Um, my father used to say this all the time. Um,"
0,"ect. Uh, a gun. So it can be [anything?] [It can] be anything. Mm. And then cranking. Something sound"
0,"nt can mean anything object. Uh, a gun. So it can be [anything?] [It can] be anything. Mm. And then cr"
0,"What does it mean? Uh, it means- know, bama could be the way you dress, or you say something stupid. B"
0,"t, don't do it then. Hm. But in everything you do be positive with it and have a attitude where though"
0,"now that he meant that, um, in everything you do, be proud of it. Mm. Um, you make mistakes, but as yo"
0,"take, you're walking past the mistake, it's gonna be behind you. Um, stand tall in everything that you"
0,"dress, or you say something stupid. Bama used to be the way you dressed though. But now, if you do so"
0,"th though, Right. what would that piece of advice be? Um, I think it would be um- You know, things are"
0,"up with me. And we'd- You know- We'd hang out and be stupid at the library. Um, for a minute, I was a"
0,"this woman, /RD-NAME-2/, and she was sweet as can be. Sweet as- really nice. And we would- we would, yo"
0,"s- [It was not-] [It was a thing.] Okay, if I can be honest with you, /RD-NAME-2/ and I- because I got"
0,"I could not- We couldn't touch it. Bills couldn't be paid, none of that. Well, /RD-NAME-3/ used to wor"
0,rted to be prostitution- U Street started to get- be known for the area where prostitutes were. And um
0,"appen, you know? You're going to- There are gonna be times when you feel like, why am I going through-"
0,"You leave me in this room long enough, it's gonna be [an afro. ] [Yep. ] [But anyway], um, so I- I was"
0,[was] a [sign] [sign.] [Mm-hm.] [that it's] gonna be okay. You know? Here I go again. This is emotiona
0,"in the sky idea of what my life was really [gonna be like, and] [] she's telling me, go back to school"
0,"um- I was doing retail, and I thought I was gonna be a model. You know, I had all of this whole you kn"
0,vastated. I was- cause I just knew that was gonna be the job that I had. I had already applied to /RD-
0,"would get up first- I mean he would be gone. He'd be home like, you know, two o'clock from work. And m"
0,"don't give up. You know, don't let- don't make it be a stopping block. Because a couple of months down"
0,"h, wasn't necessarily trying to you know, have me be down there. And if I didn't have transportation t"
0,r room is right next to my bedroom and- It got to be so- It made me wanna move because it was- it- I-
0,ou know- We- And the- And the french fries had to be smothered in ketchup. Okay? And they would gladly
0,"ol was with a nun. Sister /RD-NAME-2/, she had to be the meanest woman that I've ever met in my entire"
0,"st- I couldn't deal with it. I felt like I had to be with my family. You know, protect my kids. /You k"
0,"hday. Five six fifty-six. Mm. I just wanted it to be kind of like, sixty seven. [] [Sorry.] Or seventy"
0,"ou- You know, on another corner, and it seemed to be sort of the hang out for all the dads. In fact, m"
0,much. After the riots- After everything seemed to be torn up- I don't know how Ben's specifically was
0,the neighborhood started to change. It started to be prostitution- U Street started to get- be known f
0,"y dad on this. When my dad retired, there used to be a group of um, men on the block, fathers that use"
0,"ang up the street. You know, there- there used to be a little um- There used to be a crab house arou-"
0,"here- there used to be a little um- There used to be a crab house arou- You know, on another corner, a"
0,"her taking a cab to what is now Geico. It used to be called Criterion Insurance. But um, up on Wiscons"
0,"uess it's two parts, [Mm-hm.] [But], this used to be Chocolate City, right? [And now] we see that it's"
0,"enth and U, all of- You know, all of that used to be kind of [Mm-hm.] the red light zone. And um, so w"
0,"um- w- u- where- how I remember it, there used to be the Lincoln Theater. We used to go there to the m"
0,"downtown like on Seventh Street. Hecht's used to be there, so we used to go down and um, you know, ha"
0,"[you finish] that. [Okay.] Well U Street used to be, um- w- u- where- how I remember it, there used to"
0,"w- /RD-SCHOOL-3/ had just been formed. It used to be um, /RD-SCHOOL-6/, /RD-SCHOOL-10/, and /RD-SCHOOL"
0,"groomed and yards weren't done like they used to be when I was growing up. Um, a lot more- The other"
0,"confidence during that time, and I only wanted to be around people that I knew and felt comfortable wi"
0,"hat era. And- But these were people who wanted to be educated, and most of their buildings were downto"
0,"] And um, so I went out there because I wanted to be in the- kind of that environment. I didn't wanna-"
0,"of that environment. I didn't wanna- I wanted to be on the high end of fashion, whatever. And I belie"
0,"truly just helped you get to where you wanted to be. Thank you. So as you know, we're talking about DC"
0,"It was really hard for me t- just to kind of um, be comfortable in my own skin. So um, anyway. So- so"
0,"I'm going up to volunteer at school cause I wanna be where my kids are. So, I'm sitting in the element"
0,ause I w- I- She made me learn. She made me wanna be my best cause I was not gonna let her embarrass m
0,"would play the music at school. I mean, and we'd be get- We'd be just getting- We'd be doing our thin"
0,"he music at school. I mean, and we'd be get- We'd be just getting- We'd be doing our thing at school."
0,"mean, and we'd be get- We'd be just getting- We'd be doing our thing at school. But I never went to- t"
0,"ed white? You know, um, my- my first answer would be no [Mm.] [because] I didn't tr- I was very um, in"
0,"n a cigar box, um- You know, the categories would be sports, you know, um, latest news- And then I had"
0,"m, and um, he would get up first- I mean he would be gone. He'd be home like, you know, two o'clock fr"
0,quiet and reserved. Mm. And he went out- He would be up at four in the morning cause his route was dow
0,"uld that piece of advice be? Um, I think it would be um- You know, things are gonna happen, you know?"
0,"And if you were to meet my siblings, there would be no- no mistake [about] [Mm-hm.] their ethnicity."
0,"pen but- And if somebody came up, you know, you'd be- But you could smell it reeking [throughout the wh"
0,the Hispanics- There was religious- It might just be [cultural.] [Cultural.] The- the- the bat mitzvah
0,"/academic r- -ly/ as /RD-SCHOOL-4/ may or may not be, it is not academically as rigorous, a- I can say"
0,of a tourist in my own town- own town as I should be. There are two things that are very unique to DC.
0,"and then I would say I was from Hillcrest, they'd be like, Oh that's not Southeast. And I was like, Ye"
0,"ughter, like maybe every weekend when she gets to be a certain age, just make it a point to take her o"
0,"ant um, white- Whites did not want their girls to be around black guys. Hm. That was my father's uh, e"
0,"s. Cause she lives in Southwest, so we all got to be really c- And she just was different. She wasn't-"
0,"m, in going away to college. But it turned out to be something more than that. So when I went to sc- w"
0,"CHOOL-2/ was like- /Shoot./ That was the place to be. I mean, you know, to me. And it was definitely a"
0,at's downtown. Some people might consider that to be Georgetown because it's in proximity to Georgetow
0,"ur face. Hm. So you know, if you consider that to be overt, no, it wasn't overt. But I do remember one"
0,"he hood. [] [] [You know.] He didn't want them to be that entrenched. So to a point, but not- Only to"
0,"e, no mistake. Um, and he did- I really wanted to be a psychologist, and um, he did um, he did tell me"
0,"couldn't do it, but you know, I sort of wanted to be a social worker, something like that. Or, I mean,"
0,"ur dad was an attorney, is that why you wanted to be an attorney? Mm, no, not really. I think my mothe"
0,"ptown. Um, Georgetown and- and above- G- GW would be considered downtown, you know. Um, so. Huh. I nev"
0,"their coming of age- You know, like um- It would be like our- Like, Hispanics have /Qui- Quinceaneras"
0,"not tied to religion. Like, maybe for us it would be um- Oh yea- Mm. Well I'm- I was raised episcopal,"
0,"ave you lived in the District? Mm, uh, that would be excluding- Only- The only time that I lived elsew"
0,"So um, [What's that], seven [years?] [That would] be- Well uh, only- I went away to college really for"
0,"ents and stuff you know, on how things used to b- be, where they would go. They were talking about the,"
0,u pimping.] [] You [know.] [] Um- And pimping can be used as a phrase of oh you looking [good or] you-
0,l- who's- [Oh yeah.] [Oh yeah.] what products can be sold. Went to the bookstore and then aks for cert
0,"[you] know, but the amount of power that's gonna be there is gonna change. Cause right now you can't-"
0,"ging down because of that. I said so that's gonna be your role model is a prisoner. Hm. You know, but"
0,"The quali- the quality of education wasn't gonna be the same. So I'm- we used to have, uh, in our jun"
0,"e songs from the sixties, play 'em today and it'd be the same. Mm. Cause all the issues that they had,"
0,"incredible journey for a people to take and still be here, still survive. You know, and our children d"
0,rump's doing so and so. It's like the powers that be will turn a a blind eye to that. You know. Becaus
0,they we had to do a hundred fifty plus. We had to be a hundred and fifty percent better than the avera
0,"s. Because when we had our own schools, we had to be better than anybody. So the quality of education"
0,"my, um, one of my professors in- who happened to be my f- uh, fraternity advisor, um, /RD-NAME-4/. He"
0,"e of the kids was saying that you know we have to be bilingual because when we are, um, one of- as a m"
0,"out Adams Morgan. Um, well, w- what it used it to be as opposed to what it is now, uh, it was- it's th"
0,u know. Those are the things that parents need to be- and that's like I said that's why that the museum
0,"] [Mm.] uh, descendants were like, hey we need to be here too. [Mm-hm.] [And] his white descendants we"
0,ing kids. They didn't have the proper training to be able to train the next generation because they we
0,that weren't up to the standard that they used to be because they couldn't compete with white institut
0,he- the- just the whole profile of how DC used to be is going through a drastic change. You see v- ver
0,ven in the- my apartment building where I used to be they have a rooftop area where they can sit and-
0,"same thing with, you know, I'm all for wanting to be yourself and all this o- other kind of stuff but"
0,had kind of saw coming is that integration would be the the downfall of us as a people. And it was. B
0,"k people were coming in. You know, where it would be like ninety percent white and you know ten percen"
0,re talking about how sometimes the servants would be corrupt so that the owner- they never said master
0,"esting dynamic to see that happen. And to- and to be part of that, and some places were more welcoming"
0,"ouse all the time to play or if my parents had to be away, one of the other neighbors would babysit an"
0,"ld be playing in the alley. Um, the fathers would be out in the back, in the garages working on their"
0,"yground. Um, and on any given day, the kids would be playing in the alley. Um, the fathers would be ou"
0,"heir cars, and, um, in the evenings, people would be sitting- In the warm weather, people would be sit"
0,"uld be sitting- In the warm weather, people would be sitting on their front porches. And, um, so that"
0,uldn't have to go down and be in- in the city and be near the- the riots and that sort of thing. I sai
0,"tudents, so that you wouldn't have to go down and be in- in the city and be near the- the riots and th"
0,ereafter was a curfew in the city so you couldn't be out after a certain hour and that sort of thing a
0,"e about that experience, like what did it mean to be a- Not even just a black male at that time, but j"
0,"of- know all about them and too young probably to be in some of [them.] [] Uh, but, um, I just remembe"
0,"t want to keep you too much longer. Um, I want to be mindful of your time. But, um, one of the things"
0,"ense of- of hope that sense of, um, being able to be part of something. I think th- the- the view of t"
0,. What does that mean? That means that DC used to be a warm and friendly city. You walk down the stree
0,"around here [you know, but] um, [Mm.] Greensboro be closer to the mountain. It's like, when it snows"
0,"when it snow at school I'm still like, we always be like, we gotta go to the grocery. We gotta get so"
0,"o go to? A tight building- I'm like, just sit and be still and be calm and it'll pass, but You /?/. yo"
0,"ght building- I'm like, just sit and be still and be calm and it'll pass, but You /?/. you /??/ /??/."
0,"up to like- mm. Like I can stand right there and be like- I stayed at my grandma house, be like, is t"
0,"m. And if you had a nice home, you know, it could be- something could be wrong with it and- it /need/ j"
0,"nice home, you know, it could be- something could be wrong with it and- it /need/ just- just be done o"
0,"everybody told me this] was like, [So it's gonna be on fire.] not as cold as it normally is. [Mm-mm.]"
0,"id, well I put it out. I was like, it's not gonna be there if you left it there. The [water probably]"
0,"pen? Mm-hm. But to go back and see it now, Mm-hm. be like nothing just happens. My grandmother's- she'"
0,"there and be like- I stayed at my grandma house, be like, is this really true? Yeah. [Uh-huh.] [Cause"
0,"could be wrong with it and- it /need/ just- just be done over [again. But um,] [Mm-hm.] /they/ happen"
0,"s good to interact with everybody, Yeah. not just be just one- everybody. Mm-hm. And um, they left and"
0,"Somedays it's really cold. And the next day might be like, sixty degrees. Like, okay. Should I- Or it'"
0,"er saying, if anything happen to me, we would not be held responsible. Right. And um, certain people t"
0,", you know, anything would happen we would rather be there with them if something happened, you know."
0,"have to- like, if they have problems, you should be there for them to talk to them, you know? Mm-hm."
0,"ke the girl she was saying, like, she- like, snow be right here honey. We gotta crawl over there, [do"
0,"can slide] a little bit, [but it's not enough] to be like, oh my god. Like, [] like, like the girl she"
0,"year away. Yes. Yes- [It's alright.] I'm glad to be away though. I am. I'm glad to be away. [Um,] [/Y"
0,"t.] I'm glad to be away though. I am. I'm glad to be away. [Um,] [/You miss-/] [/Yeah./] but like, d-"
0,"other house. Oh wow. And she was like, you got to be kidding me. [She was like-] [That's crazy.] She d"
0,"t home. Yeah. So you- and she's like, you have to be dedicated. Mm-hm. And she was like, some children"
0,"ane come we would go to her house. Mm-hm. Just to be with them case anything would [happen.] [Oh], oka"
0,"ldest historically black town in America like, to be established by freed [slaves.] [Mm-hm.] And you k"
0,"re to go. Mm-hm. You know, either the- It used to be for like, for um, low income families, whatever,"
0,"d then /once a time/ if the wood go out, it would be cold. Mm-hm. Point blank. Right. [/Inaudible/.] ["
0,"Point blank. Right. [/Inaudible/.] [It just would be cold. It's cold] you know? [Yeah.] [But um], now"
0,"oss there so it was like a pathway so it wouldn't be so bad and um, we got to um- They told us to go t"
0,", and I gotta get back on the ball and ready for- be ready for finals, [so.] [Mm-hm.] After that, I'm"
0,"no joke. No? It is no joke. Like, I was like, God be with me, be with me. But um- What's the average d"
0,"ah. But I'm looking into it. I'm like, it's gonna be tough, but that's what I wanna do. What are you ["
0,"ot in- in Princeville? Too many to count? [] [I'd be counting for] [days, Lord knows] I would. [] It's"
0,"General Ed. classes, but um, next semester, it'll be on. Yeah. I'm only taking one psych class, and th"
0,"It is no joke. Like, I was like, God be with me, be with me. But um- What's the average day up there"
